date,username,name,user_bio,verified,type,text,retweets,likes,replies,quotes,tweet_url,lang,geo.full_name
2022-06-18 10:04:28+00:00,behemothhh,Begemot,Nur weil es zwei Seiten sind muss es nicht zur selben Medaille gehören. - she / sie #TransFrauenSindFrauen #TransMännerSindMänner behemothhh@norden.social,False,retweet,Mehr Schein als Sein bei @SHEIN_Official - #Greenwashing zementiert das zerstörerische #FastFashion System und ist damit noch schlimmer als nichts zu tun! Its time to #EndFastFashion for good! @greenpeace_de @Greenpeace \n\nhttps://t.co/BDSbxb3qdO,10,15,2,0,https://twitter.com/behemothhh/status/1538100323902005248,de,
2022-06-18 09:52:51+00:00,june_and_august,Lisa Blum-Minkel,painting,False,retweet,Mehr Schein als Sein bei @SHEIN_Official - #Greenwashing zementiert das zerstörerische #FastFashion System und ist damit noch schlimmer als nichts zu tun! Its time to #EndFastFashion for good! @greenpeace_de @Greenpeace \n\nhttps://t.co/BDSbxb3qdO,10,15,2,0,https://twitter.com/june_and_august/status/1538097400534945792,de,
2022-06-18 09:31:17+00:00,DoemenR,Rainer Doemen,ehrenamtliches Engagement für eine dezentrale Energiewende in (Kommunal-)Politik und NGOs; Impulsgeber des Runden Tisches Erneuerbare Energien,False,retweet,Mehr Schein als Sein bei @SHEIN_Official - #Greenwashing zementiert das zerstörerische #FastFashion System und ist damit noch schlimmer als nichts zu tun! Its time to #EndFastFashion for good! @greenpeace_de @Greenpeace \n\nhttps://t.co/BDSbxb3qdO,10,15,2,0,https://twitter.com/DoemenR/status/1538091974149955585,de,
2022-06-18 09:14:19+00:00,mahangen,Martin Hangen (@maha@troet.cafe),"🇪🇺 | 🖥 technik-affin, diy | 💙 🏃‍♂️🚴‍♂️🧗🏼‍♂️🤿 | 👩‍❤️‍👨 👫 🐈 🐴 | 💉Klima 💚 #noafd",False,retweet,Mehr Schein als Sein bei @SHEIN_Official - #Greenwashing zementiert das zerstörerische #FastFashion System und ist damit noch schlimmer als nichts zu tun! Its time to #EndFastFashion for good! @greenpeace_de @Greenpeace \n\nhttps://t.co/BDSbxb3qdO,10,15,2,0,https://twitter.com/mahangen/status/1538087704235237377,de,
2022-06-18 09:02:58+00:00,ViolaWohlgemuth,Viola Wohlgemuth,Campaigner for resource conservation @greenpeace_de • \n#DetoxMyFashion • #PlasticFreeFuture • #Zerowaste #Rohstoffwende as new normal • Views are my own,False,original,Mehr Schein als Sein bei @SHEIN_Official - #Greenwashing zementiert das zerstörerische #FastFashion System und ist damit noch schlimmer als nichts zu tun! Its time to #EndFastFashion for good! @greenpeace_de @Greenpeace \n\nhttps://t.co/BDSbxb3qdO,10,15,2,0,https://twitter.com/ViolaWohlgemuth/status/1538084848409186304,de,
2022-06-18 06:54:51+00:00,mikeconkey,Mike Conkey,Entrepreneur & Business Coach and Real Estate Agent,False,original,Ultrafast fashion giant Shein takes greenwashing to a new low: charitywash https://t.co/9HtwDfQQSQ,0,0,0,0,https://twitter.com/mikeconkey/status/1538052605309505536,en,
2022-06-17 21:28:29+00:00,SHWALD,Deeds.Not.Words.,"And though she be but little, she is fierce (or just short and hangry) RTs NOT endorsements",False,retweet,Ultrafast fashion giant Shein takes greenwashing to a new low: charitywash\n\nhttps://t.co/Xvmm56aVEL,3,5,0,0,https://twitter.com/SHWALD/status/1537910073011236867,en,
2022-06-17 21:23:00+00:00,changetocindy,Cindy,"Feisty Gramma! Mom to 8. Value Authenticity & Common Sense. #MMIW #hemp #cannabis #ClimateCrisis #StopLine3 #BLM #LegalizeIt  No lists, please.",False,retweet,Ultrafast fashion giant Shein takes greenwashing to a new low: charitywash\n\nhttps://t.co/Xvmm56aVEL,3,5,0,0,https://twitter.com/changetocindy/status/1537908696478404609,en,
2022-06-17 19:31:42+00:00,rhosking252,Robert Redmayne Hosking 🔥🌍🔥,"Climate and environmental activist. ✊🗣️📢🆘🔥🌊🌎🌍🌏🌊🔥🆘🌿\nAnimal/nature and wildlife conservationist, global policy maker. 👊🌿🌱 #ClimatePolicies 📖",False,retweet,Ultrafast fashion giant Shein takes greenwashing to a new low: charitywash\n\nhttps://t.co/Xvmm56aVEL,3,5,0,0,https://twitter.com/rhosking252/status/1537880685129543688,en,
2022-06-17 19:00:13+00:00,great_thunberg,Greta Thunberg News,"News/developments about climate change, environmental protection, Fridays for Future movement and #GretaThunberg. Please support #FridaysForFuture(fan-account)",False,original,Ultrafast fashion giant Shein takes greenwashing to a new low: charitywash\n\nhttps://t.co/Xvmm56aVEL,3,5,0,0,https://twitter.com/great_thunberg/status/1537872763062571011,en,
2022-06-17 18:01:04+00:00,EINTextileNews,EIN Presswire: Textile Newswire,EIN Presswire is Everyone's Internet News Presswire™. We make issuing and distributing press releases easy and affordable.,False,original,Ultrafast fashion giant Shein takes greenwashing to a new low: charitywash https://t.co/kKzMFHo1tb,0,0,0,0,https://twitter.com/EINTextileNews/status/1537857878366773249,en,
2022-06-17 16:08:04+00:00,ecocultcom,EcoCult,"The world’s most trusted source for sustainable fashion info founded by journalist @aldenwicker. For more juicy tips and news, sign up for our Sunday newsletter",False,original,"Is Shein’s $50 Million Fund To Tackle Clothing Waste A Good Thing, Or Just Greenwashing? @BritishVogue \nhttps://t.co/MIQohD3DBL",0,0,0,0,https://twitter.com/ecocultcom/status/1537829437537935367,en,
2022-06-17 15:25:09+00:00,MirageNewsCom,Mirage News,"It might sound like a mirage in the Australian media landscape, but https://t.co/Bqte5nekNL is a non-Murdoch, non-aligned, independent, real-time media platform",False,original,Ultrafast fashion giant Shein takes greenwashing to new low: charitywash\nhttps://t.co/dovB5XJCqC,0,0,0,0,https://twitter.com/MirageNewsCom/status/1537818637083582465,en,
